,id,meanSentimentRating,textSnippet,sentimentScore
290,29_5,-1.2,"Not only do some people fake Shaker rugs; they also fake Amish crib quilts, 19th-century ditty boxes, old weather vanes and powder horns.",0
291,29_6,0.2,"When placed side by side, as they are in the show, it's not difficult to distinguish the real from the unreal.",1
292,29_7,-1.15,"In the heat of an auction or the dark of a barn - or even in a well lighted shop, however, the fakes are hard to spot.",0
293,29_8,-0.05,"A man who makes and sells $16 decoys recognized one of his swans at New York's famous Winter Antiques Show in 1986, battered and painted to look old.",0
294,29_9,-0.1,"A collector might have dropped $2,800 for it had the craftsman not spotted the fraud.",0
295,29_10,-0.35,"Dealers and museums get taken, too.",0
296,29_11,-0.15,"One dealer paid $2,600 for an old box that was actually born yesterday; so was a rooster weather vane displayed at the Abby Aldrich Rockefeller Folk Art Center.",0
297,29_12,0.2,"As for the proud owner of the Shaker rug: If she was taken, it was for a mere $8.",1
298,29_13,-1.6,"The loss to her self-esteem, however, would be incalculable.",0
299,30_1,0.15,One obvious adjective to describe a man named Ryoei Saito is ''rich.'',1
300,30_2,1.05,But this week the word that comes first to mind is ''cool.'',1
301,30_3,-0.1,What better description of a guy who drops $82.5 million for a van Gogh and describes the price as ''quite cheap - very reasonable''?,0
302,30_4,0.6,Mr. Saito is the Japanese businessman whose purchase of ''Portrait of Dr. Gachet'' set a record for an artwork at auction on Tuesday night.,1
303,30_5,-0.9,"True, he admitted the price was ''higher than what I expected.''",0
304,30_6,0.2,"On the other hand, his description of it as ''reasonable'' implied that he had been prepared to go even higher.",1
305,30_7,-0.5,On Thursday night it became amply clear that he could have gone higher.,0
306,30_8,-0.1,That's when Mr. Saito spent $78.1 million for Renoir's ''At the Moulin de la Galette.'',0
307,30_9,0.0,"In two days, then, Mr. Saito spent $160.6 million, which, given his definition of ''cheap,'' may mean that by his lights he got two paintings for the price of one.",1
308,31_1,1.4,"Mayor Koch continues to rebound from his minor stroke, returning this week to his desk at City Hall.",1
309,31_2,-1.2,But what if illness had rendered the city's chief executive temporarily or permanently unable to discharge his official duties?,0
310,31_3,-1.45,The City Charter provides all too little guidance.,0
311,31_4,0.05,"The order of succession is clear enough, with power passing from the mayor to the City Council president in the event of death or incapacitation.",1
312,31_5,-0.45,But the Charter doesn't spell out a standard for determining incapacity.,0
313,31_6,-0.4,Neither does it say who decides such thorny questions.,0
314,31_7,0.55,The U.S. Constitution was amended in 1967 to allay such concerns.,1
315,31_8,-0.05,"The amendment established a procedure by which the Vice President and the cabinet, or some other body designated by Congress, determines the President's fitness in the event of a serious illness.",0
316,31_9,-0.25,The City Charter needs a similar provision.,0
317,31_10,-0.15,"Even before Mayor Koch's illness, the Charter Revision Commission headed by Richard Ravitch had vowed to scrutinize the issue of mayoral succession.",0
318,31_11,-0.45,Last week's emergency underscores the necessity of doing so.,0
319,32_1,0.55,"The German words that made their way into English once conveyed philosophy and romance, like Zeitgeist for spirit of the era, and Weltschmerz for melancholy over the state of the world.",1
320,32_2,-2.35,"Then, a far different Germany exported words of horror, like Kristallnacht, the window-shattering rioting against Jews in November 1938, and Blitzkrieg for Hitler's lightning-like attacks against one country after another.",0
321,32_3,0.1,"Now, four decades after the Marshall Plan, another kind of German word has arrived in popular culture.",1
322,32_4,0.8,"On television and radio, Volkswagen proclaims itself as the purveyor of Fahrvergnugen, which some people pronounce ''far fig newton'' and which translates roughly as driving pleasure.",1
323,32_5,0.9,"The German manufacturer of Mont Blanc offers another example in the way it heralds its high-priced pen - as the Meisterstuck, masterpiece.",1
324,32_6,0.15,Yet another example boomed out in letters four inches high Friday.,1
325,32_7,0.65,"Fireman's Fund Insurance announced its acquisition by Allianz A.G. of Munich, in a full-page ad in The Times bearing a huge headline that proclaimed ''Gute News!''",1
326,32_8,-0.05,What these various usages have in common might allay the concern that some people feel about Germany's resurgence and unification.,0
327,32_9,-0.45,They convey neither faintly pompous scholarship nor reverberating horror.,0
328,32_10,0.45,"They are words that free-enterprise Americans can deal with, because they are words of commerce.",1
329,33_1,-1.35,It was regrettable that Vice President Bush and Governor Dukakis agreed to only two televised debates.,0
330,33_2,-1.85,This disappointed voters who hoped that a more expansive schedule would add substance to a campaign trivialized by long-distance mudslinging.,0
331,33_3,-1.4,"Worse, the date for the first debate, Sept. 25, coincides with the Olympics.",0
332,33_4,-0.25,NBC has now mitigated the damage by deciding to interrupt its Olympics coverage for 90 minutes to broadcast the debate.,0
333,33_5,0.05,"CBS and ABC, which are not covering the Olympics, had already agreed to broadcast the debate.",1
334,33_6,-0.35,NBC officials think that as many as 40 million viewers would have preferred the athletes to the candidates.,0
335,33_7,-0.85,There's no guarantee that all 40 million will tune in.,0
336,33_8,1.35,But NBC's decision is welcome.,1
337,33_9,0.25,The network has invested $550 million in its Olympic coverage.,1
338,33_10,-1.95,The 90 lost minutes may cost it as much as $8 million.,0
339,33_11,1.2,"It still stands to profit handsomely from the Games, however, and now makes a contribution as well to democracy.",1
340,34_1,-1.15,Too many Americans believe that the best New Year's noisemakers are guns - unaware that a bullet shot into the air returns to earth at nearly the same velocity as when it was fired.,0
341,34_2,-1.9,"Such ignorance ought to disqualify a person for gun ownership, but in too many places it does not.",0
342,34_3,-1.65,"Police in Los Angeles, Detroit, Chicago, Atlanta and other cities complain that New Year's gunfire causes a rain of lead damaging to property, life and limb.",0
343,34_4,-1.55,This year they are especially worried that military assault rifles will add to the volume and danger of festive gunfire.,0
344,34_5,-0.75,The National Rifle Association spends millions annually arguing that gun laws intended to restrict criminals also impinge on the rights of ''responsible'' gun owners.,0
345,34_6,-0.75,The New Year's gunplay makes clear that such responsibility is too important to be left up to gun owners themselves to enforce.,0
346,35_1,1.7,"In every sense, Richard L. Strout stood out in the innumerable press conferences he attended during his six decades as a Washington reporter.",1
347,35_2,0.25,Nobody could miss this six-footer with a bemused expression and guardsman's mustache.,1
348,35_3,0.2,"Besides that, Mr. Strout, who died Sunday at the age of 92, was a singular figure who led a dual journalistic existence and came to occupy an unusual niche in the nation's capital.",1
349,35_4,0.2,"Under his own name, he wrote about every President from Harding to Reagan as a correspondent for The Christian Science Monitor.",1
350,35_5,0.15,"But to readers of The New Republic he was also ''TRB,'' the astringent author of a weekly column of the same name, which he wrote for 40 years.",1
351,35_6,-0.45,"Always personal and sometimes crusty, Dick Strout skewered the day's follies with an ingratiating style sharpened by his Yankee skepticism.",0
352,35_7,1.0,Strout the columnist was a liberal with a fine ecumenical scorn for cant; Strout the reporter dealt firmly and fairly with the facts.,1
353,35_8,2.6,"His consistent performance awed his colleagues and enriched his calling, winning him a special Pulitzer citation in 1978.",1
354,35_9,1.0,He covered both Teapot Dome and Watergate without succumbing to weary cynicism.,1
355,35_10,-0.45,"''When the adrenaline runs low, when the little flame of anger flickers out,'' he said as an octogenarian, ''I think it is time for a reporter to think about some more remunerative form of work.''",0
356,36_1,-0.05,"Shove a $10 bill at a New York City subway token clerk and he's likely to shove back a Tenpak, a little plastic bag containing 10 tokens.",0
357,36_2,1.0,The Transit Authority likes to promote this modest gesture toward efficiency.,1
358,36_3,-1.15,But riders participate at their peril.,0
359,36_4,-0.3,"A customer recently tore open his Tenpak to find an outdated token, the kind without the stainless steel center.",0
360,36_5,-0.2,He asked the clerk to exchange it.,0
361,36_6,-0.75,She refused; the T.A. has ordered clerks not to because the exchange would complicate accounting.,0
362,36_8,-0.15,"Besides, officials say, each Tenpak carries a warning to ''please count and examine tokens before opening.''",0
363,36_9,-0.15,Some efficiency: Imagine every token-buyer in a line following that instruction.,0
364,36_10,-0.45,The only way to get a refund is to go to T.A. headquarters in Brooklyn.,0
365,36_12,-0.6,But that would cost another token.,0
366,36_13,-0.75,Officials dismiss the problem as trivial: only a few old tokens slip through sorting.,0
367,36_14,-0.6,"Maybe so, but what isn't trivial is the attitude.",0
368,36_15,-0.2,Why not instruct clerks to smile when they replace the old tokens that turn up in Tenpaks?,0
369,36_16,-2.05,It's hard to imagine an accounting problem that justifies such an abuse of customers.,0
370,37_1,-1.15,"To the Editor: Bryan Strong, presumably speaking on behalf of ''the native peoples of the Americas and Africa,'' admonishes those who would celebrate Columbus's discovery of America (''Slavery and Colonialism Make Up the True Legacy of Columbus,'' letter, Nov. 4).",0
371,37_2,0.4,Columbus did not introduce either colonialism or slavery to the Americas.,1
